Genes	TCGA-24-1553-01A	TCGA-36-1569-01A	TCGA-24-1603-01A	TCGA-24-1557-01A	TCGA-24-1104-01A	TCGA-61-1724-01A	TCGA-24-1464-01A	TCGA-25-1318-01A	TCGA-24-1105-01A	TCGA-24-2023-01A	TCGA-29-1776-01A	TCGA-25-2409-01A	TCGA-25-1329-01A	TCGA-61-1911-01A	TCGA-24-2298-01A	TCGA-13-1489-01A	TCGA-61-1914-01A	TCGA-24-1431-01A	TCGA-24-1416-01A	TCGA-29-1696-01A	TCGA-24-1604-01A	TCGA-29-1711-01A	TCGA-36-1570-01A	TCGA-59-2348-01A	TCGA-25-1631-01A	TCGA-24-2033-01A	TCGA-24-1103-01A	TCGA-25-1322-01A	TCGA-24-1552-01A	TCGA-25-1321-01A	TCGA-59-2352-01A	TCGA-61-1918-01A	TCGA-25-1313-01A	TCGA-13-1511-01A	TCGA-24-2267-01A	TCGA-25-2400-01A	TCGA-29-1763-01A	TCGA-61-2008-01A	TCGA-29-1690-01A	TCGA-24-2024-01A	TCGA-29-1688-01A	TCGA-29-2427-01A	TCGA-13-1507-01A	TCGA-29-1769-01A	TCGA-24-1428-01A	TCGA-30-1866-01A	TCGA-23-1123-01A	TCGA-25-2399-01A	TCGA-61-1907-01A	TCGA-24-2261-01A	TCGA-61-1995-01A	TCGA-13-2060-01A	TCGA-24-2290-01A	TCGA-13-1497-01A	TCGA-24-2288-01A	TCGA-13-1404-01A	TCGA-24-1422-01A	TCGA-29-1710-01A	TCGA-29-1766-01A	TCGA-13-1483-01A	TCGA-13-1410-01A	TCGA-13-1488-01A	TCGA-29-1770-01A	TCGA-29-1693-01A	TCGA-30-1891-01A	TCGA-24-1430-01A	TCGA-25-1628-01A	TCGA-29-1705-01A	TCGA-13-1499-01A	TCGA-36-1580-01A	TCGA-25-1320-01A	TCGA-61-1919-01A	TCGA-24-1562-01A	TCGA-29-1785-01A	TCGA-23-1122-01A	TCGA-25-1635-01A	TCGA-24-1435-01A	TCGA-24-2289-01A	TCGA-13-1485-01A	TCGA-36-1576-01A	TCGA-29-2414-01A	TCGA-29-1777-01A	TCGA-13-1501-01A	TCGA-13-1495-01A	TCGA-13-1487-01A	TCGA-24-1467-01A	TCGA-24-2027-01A	TCGA-25-1312-01A	TCGA-24-2020-01A	TCGA-29-1774-01A	TCGA-61-1910-01A	TCGA-29-1762-01A	TCGA-24-1558-01A	TCGA-61-1741-01A	TCGA-13-1492-01A	TCGA-36-1571-01A	TCGA-29-1697-01A	TCGA-61-1900-01A	TCGA-61-2088-01A	TCGA-13-1409-01A	TCGA-36-1581-01A	TCGA-24-1923-01A	TCGA-24-1550-01A	TCGA-24-1563-01A	TCGA-25-1630-01A	TCGA-25-1323-01A	TCGA-25-1623-01A	TCGA-36-1577-01A	TCGA-25-2396-01A	TCGA-24-1474-01A	TCGA-25-1319-01A	TCGA-25-2404-01A	TCGA-29-1768-01A	TCGA-59-2351-01A	TCGA-24-1551-01A	TCGA-24-1544-01A	TCGA-24-1565-01A	TCGA-25-1316-01A	TCGA-09-2056-01A
PGD	0.237469	-0.350062	0.00434	0.198938	-0.061	0.228938	-0.140062	-0.152062	-0.118	0.398	-0.457	-0.237031	-0.153062	0.329969	-0.226062	-0.646531	-0.08	0.789938	-0.210062	-0.084062	-0.842	0.345938	-0.031062	0.060338	-0.437062	-0.114062	-0.252031	0.162938	-0.0114	-0.726	0.141938	0.691938	-0.016362	0.760938	-0.0766	1.04	-0.359531	0.307469	0.048038	-0.662531	-0.169131	-0.380062	0.216938	0.068138	0.0251	0.343	0.0831	-0.138062	0.389969	-0.003062	0.166469	0.384938	0.225469	0.015038	-0.0207	-0.255062	0.107138	0.113338	-0.020662	0.583938	0.035918	0.316	-0.441062	0.163681	-0.018262	-0.080281	-0.096231	-0.536062	0.144	-0.166062	-0.319	-0.145	-0.293031	-0.521	0.119338	0.176	-0.521031	0.433469	-0.559062	0.086	0.358	-0.537	0.075838	0.226	-0.311062	0.741	-0.0596	-0.253062	0.279	0.241	0.164938	0.698969	1.022938	0.123219	1.056938	0.212938	0.531469	0.986	0.063238	-1.043062	0.737	-0.141	1.14	-0.195	-0.00805	0.152938	0.299469	1.186938	-0.395062	0.221938	0.444	-0.466031	0.451469	-0.097062	-0.332	0.510938	-0.289062	-0.409	-0.255062
GRB7	-0.04125	0.0169	-0.388	0.1565	-0.327	-0.1056	-0.2865	-0.3725	-0.0594	0.902	0.0795	-0.14675	0.8465	0.57325	-0.0307	-0.14675	0.728	1.5735	-0.6315	0.1665	-0.122	0.1015	-0.5025	0.1655	-0.0174	-0.2435	0.00225	0.0829	0.706	0.658	0.1855	0.6675	0.4545	1.1835	-0.0989	0.503	0.02725	-0.44975	0.1415	-0.38325	-0.32625	0.2185	0.1805	0.1835	0.156	0.0933	0.242	-0.1475	0.10225	0.3425	-0.05545	-0.01018	-0.16225	-0.1995	-0.426	-0.3235	0.0584	0.3605	0.3395	-0.3655	-0.3995	-0.127	0.1255	-0.64175	-0.2945	-0.36425	0.04385	0.1395	-0.336	0.1035	1.85	-0.351	-0.18475	-0.302	0.7665	-0.175	-0.34675	-0.43525	-0.1305	-0.457	0.0144	0.343	-0.4645	-0.296	0.5555	-0.425	-0.499	0.3045	-0.52	-0.26	-0.7305	-0.04143	0.0454	0.52675	-0.1995	0.3945	-0.18795	-0.354	0.1115	-0.1945	-0.0653	0.233	-1.02	-1.18	-0.538	-0.00282	-0.31225	-0.2545	0.0549	-0.3575	-0.151	-0.62725	-1.11925	-0.0475	-0.679	0.1155	0.3935	-0.175	1.3235
C9orf64	0.09115	0.09711	-0.0615	0.0478	-0.0612	1.4819	0.0764	-0.3161	0.206	-0.0219	0.308	0.32295	-0.0161	-0.02695	0.6029	0.40645	0.175	-0.4811	0.2349	0.6299	0.149	0.1876	0.5029	0.0256	-0.1691	-0.2261	0.05855	0.1273	-0.538	0.313	-0.2161	0.4919	-0.3271	0.6019	-0.183	0.189	-0.0629	0.21655	0.6129	0.01794	0.31745	0.5689	-0.0181	0.1002	0.225	0.335	0.0647	0.3409	-0.11655	-0.1311	0.11495	0.1379	-0.45855	0.3459	-0.0347	0.2349	-0.1761	0.0584	-0.3301	0.3729	-0.1141	0.18	0.0662	-0.29355	-0.0431	-0.06405	0.156	0.7109	-0.517	0.09247	-0.118	-0.157	-0.28955	0.575	0.1905	0.183	0.19035	0.16195	-0.2401	0.291	0.159	-0.145	0.0788	0.215	0.0225	0.57	0.338	-0.2321	0.234	-0.268	0.5589	0.1115	-0.3191	-0.31305	0.0251	0.3179	0.55045	0.326	0.5769	-0.1341	-0.47	-0.0181	-0.282	0.161	-0.173	-0.3181	-0.44355	0.5499	0.4669	0.3939	-0.136	0.37695	-0.05705	-0.6631	0.128	-0.0961	0.5939	-0.751	0.2109
UGDH	-0.1719475	0.119105	-0.491	-0.239895	-0.118	0.501105	0.153105	-0.362895	0.705	-0.417	-0.0836	-0.0529475	-0.302895	0.0605675	0.294105	-0.1424975	1.01	0.095105	-0.008395	-0.079995	-0.532	-0.254895	0.676105	-0.132095	-0.520895	0.427105	-0.2724475	-0.439895	1.2	0.222	-0.302895	0.215105	0.537105	0.691105	-0.813	0.248	0.0764525	-0.0452975	-0.033895	0.2980525	0.0939025	0.000005	0.044105	0.020205	-0.0825	-0.109	-1.13	0.179105	-0.5829475	-0.079695	-0.5944475	0.039105	-0.5264475	0.441105	-0.197	0.175105	0.216105	0.486105	0.115105	0.193105	-0.407895	-0.136	0.123105	0.2000525	-0.628895	-0.0276275	0.1090025	-0.364895	0.257	-0.142395	-0.0185	0.386	-0.2184475	-0.485	-0.268895	0.0583	-0.0339475	-0.3509475	0.224105	0.0911	-0.131	0.0541	-0.070495	0.32	0.032505	0.415	-0.308	0.132105	3.18	0.27	-0.296895	-0.0736975	0.326105	-0.1511475	-0.497895	0.143105	-0.2534475	-0.607	0.460105	-0.436895	0.442	0.159	0.782	0.253	0.0436	0.159105	-0.1169475	0.740105	0.150105	-0.553895	0.0808	0.0826525	0.4415525	-0.320895	-0.000914	0.006705	-0.171895	-0.498	0.575105
PAK1	0.4330895	-0.132721	-0.0143	0.041179	-0.00456	-0.210021	-0.484821	-0.455821	-0.349	-0.444	-0.364	-0.5404105	-0.650821	0.1130895	0.737179	0.2030895	-0.345	-1.098821	-0.452821	-0.094521	-0.158	-0.022821	0.220179	-0.161463	-0.253521	-0.021821	0.3065895	0.136179	-0.229	0.114	-0.185421	0.247179	-0.179421	0.106179	0.126	-0.153	-0.4044105	-0.2414105	-0.437821	-0.2101605	-0.1525605	0.173179	-0.052821	-0.069321	0.0678	0.00705	-0.0969	-0.245621	0.2223895	-0.117221	-0.2903605	-0.176221	-0.3779105	0.099179	-0.335	-0.198321	-0.120221	-0.038821	-0.061821	-0.280821	-0.220921	-0.156	-0.503821	0.0710895	-0.351821	-0.0048605	-0.4879105	-0.290821	-0.248	-0.067521	-0.379	-0.0143	-0.4929105	-0.537	-0.426821	-0.0609	0.0799395	-0.6364105	-0.562821	0.0222	-0.321	-0.734	0.279179	-0.356	0.148179	-0.0216	-0.411	-0.199621	-0.286	-0.338	-1.157821	-0.0469105	0.216179	0.0880895	-0.011821	-0.477821	0.3950895	-0.661	0.245179	-0.265821	-0.352	-0.354	0.401	0.0868	-0.347	-0.573821	-0.7357105	-0.247621	-0.199421	-0.394821	2.48	-0.1879605	-0.6749605	0.028179	0.00186	-0.356821	-0.134921	0.0403	-0.049821
LCP1	0.5413875	0.522775	-0.0348	-0.370225	0.181	-0.562225	-0.114855	-0.824225	-0.458	-0.54	-0.361	-0.2991125	-0.247225	0.1303875	-0.964225	-0.3516125	-0.678	-0.052525	-1.068225	-0.453225	-0.657	0.184775	-0.601225	-0.378225	-0.048925	-0.681225	-0.1806125	0.018775	-0.2	-1.08	-0.221225	-0.312225	-0.556225	-0.887225	-0.108	-0.578	0.1605875	-0.6471125	0.639775	0.3993875	0.2277125	0.783775	-0.095595	0.213775	-0.0957	0.0209	0.298	0.221775	0.1638875	0.492775	0.1303375	0.502775	-0.4821125	-0.721225	0.798	-0.333225	0.166775	1.134775	0.176775	0.068775	0.089775	0.798	0.063775	-0.3611125	-0.277225	0.4688875	0.7128875	-0.159825	1.15	-0.011125	0.188	-0.0377	-0.0389125	0.169	-0.135325	0.333	0.0418875	0.2703875	-0.203925	0.964	-0.234	0.567	0.197775	0.17	-0.483225	-0.639	-1.16	-0.845225	-1.41	-1.31	-0.543225	-0.6471125	-1.365225	0.5478875	-0.279225	-1.525225	-1.5176125	-1.47	-1.022225	0.670775	0.263	-0.748	0.0235	0.216	0.373	-0.621225	0.5733875	-0.807225	-0.388225	-0.405225	-0.367	-0.3100125	1.1673875	0.077775	0.459	-0.637225	-0.138225	-0.175	-0.294225
UFL1	-0.391375	-0.08425	0.185	-0.24425	-0.0478	0.12015	-0.07725	-0.26825	0.0107	-0.113	-0.0713	-0.373125	-0.24825	0.344375	-0.04215	0.223375	0.307	0.40475	-0.18725	0.36975	0.286	-0.11525	-0.04635	-0.29325	0.26475	-0.06195	0.117075	-0.49225	-0.167	-0.0394	-0.09125	0.06595	-0.18625	0.71975	-0.374	0.135	0.126725	-0.190625	0.35675	0.332875	-0.129825	0.36175	0.02265	-0.11725	0.0251	0.0665	-0.0899	-0.00205	-0.094525	0.01965	-0.340625	0.05685	-0.042125	0.26475	0.0722	0.036758	0.00375	0.41375	0.17475	-0.36425	-0.34925	0.278	-0.00925	0.111475	0.56475	-0.046625	-0.126625	0.038742	0.32	-0.34325	-0.15	-0.00237	-0.428625	0.579	0.07955	0.443	0.006775	0.102325	0.07715	0.134	0.617	0.0456	-0.10925	-0.053	0.39975	-0.471	0.51	0.11395	-0.128	0.137	-0.77525	-0.468625	-0.28025	0.194375	-0.23825	0.10885	0.055275	0.177	0.56075	0.09645	0.39	-0.18	0.196	0.302	0.302	0.08015	-0.775625	0.09795	0.16075	0.52175	0.0155	0.246875	0.224375	0.02853	-0.0878	0.37475	0.26775	-0.206	-0.08325
MAOB	-0.70103125	-0.9627665	0.612	-0.6388665	-0.171	-1.0057665	-0.6553165	-0.5487665	-0.643	-0.332	-1.07	-0.83073325	-0.3087665	-1.60038325	-0.0997665	0.14861675	0.0282	-1.1357665	1.0372335	0.2892335	0.38	-1.8527665	-0.0837665	-0.2947665	0.6372335	0.4172335	0.75361675	0.4972335	-0.837	0.68	0.4172335	-0.9907665	0.6572335	-1.3227665	-0.37	0.409	1.01661675	-0.12988325	-1.0087665	-1.11488325	-0.93338325	-0.7145665	-1.2387665	-0.8497665	-0.288	-1.28	-0.132	-1.1127665	-0.54108325	-1.2657665	-0.19538325	-1.5467665	-0.99738325	-1.1547665	-0.333	-0.5507665	-1.5097665	-0.6348665	-0.4847665	-1.0757665	-1.3157665	0.195	-0.8307665	-1.27938325	-0.8537665	-0.36488325	-0.99888325	-1.2307665	-0.189	-0.6693665	-0.85	-0.561	-0.93388325	-1.74	-0.4437665	0.371	-0.93338325	-0.51563325	-0.3737665	-0.326	-1.5	-0.661	-1.2157665	-0.412	-1.1367665	-0.749	1.44	-0.2417665	0.0896	0.666	-1.5367665	0.53111675	-1.0837665	-0.66563325	-0.0607665	-0.2627665	-0.80941675	-0.0526	0.3452335	-1.0677665	0.531	2.13	-1.16	0.0712	0.835	-0.0007665	-1.15688325	-0.5836665	0.8872335	-1.4387665	0.741	1.59861675	-0.15188325	0.4272335	0.203	-0.0907665	0.6872335	-1.32	-1.0667665
BAG2	-0.483725	-0.68045	0.277	-0.38745	-0.28	-0.16645	-0.36345	-0.36045	0.303	0.253	-0.776	-0.957225	-0.31545	-0.936725	-0.22655	-0.143725	-0.246	0.18055	0.09155	-0.95645	-0.848	-0.19114	0.20055	0.89755	0.11255	-0.35645	0.294775	-0.05445	-0.0035	-0.306	0.37655	-1.09145	0.18855	0.08355	-0.49	-0.0197	-0.061875	-0.329725	0.10655	-0.19339	-0.784225	-0.61445	-0.54045	-0.26025	-0.0483	-0.455	-0.837	-1.10245	1.233775	0.44955	-0.742725	-0.20148	-1.611225	-0.93345	0.234	-0.32245	0.28455	-0.43445	0.33655	-0.55745	-0.17215	0.0939	-0.06245	0.321775	-0.30545	0.496775	-0.052175	0.07855	0.176	-0.27735	-0.213	0.369	-0.492225	-1.28	0.30555	0.00475	0.282775	0.429275	-0.03045	0.276	-0.11	-0.255	0.11055	0.539	-0.27485	0.737	0.873	-0.42945	-1.93	0.722	-2.13245	0.664275	0.51655	0.331275	1.13755	-0.90945	0.017475	0.000879	0.59855	-1.18045	1.26	0.72	0.0744	0.355	0.403	0.00255	-0.177725	1.05755	0.54255	-0.66545	0.43	0.818775	0.249775	-0.25215	0.617	0.50055	-0.22675	-0.562	-1.02745
SAMD4B	-0.005835	0.03873	-0.101	0.25273	-0.0197	-0.12007	0.05173	0.01993	-0.355	-0.0752	-0.139	-0.235285	0.30073	-0.246135	0.02163	-0.153635	-0.0366	-0.05447	-0.28427	-0.075437	-0.194	-0.07886	-0.12027	0.25073	0.07473	-0.01867	-0.122885	0.04173	1.79	0.0544	-0.23127	-0.39927	-0.12907	-0.37127	-0.0988	-0.23	0.544365	-0.094885	-0.49827	-0.148135	-0.148485	-0.11707	-0.18727	-0.38627	0.208	0.336	-0.171	-0.06781	-0.355135	1.14473	-0.245435	-0.38227	-0.112435	-0.18927	0.135	-0.38227	-0.31927	-0.19727	-0.28627	-0.19427	0.14273	-0.27	-0.01477	0.081365	0.01153	0.0069485	0.030615	0.00093	-0.29	-0.15137	0.0895	0.496	-0.010885	-0.209	0.08573	1.45	-0.029865	-0.089135	-0.05687	-0.144	-0.0731	0.017	0.44273	-0.128	-0.05677	-0.0119	-0.203	0.27873	0.305	0.471	-0.00327	0.229365	1.38473	0.327365	0.16573	0.61373	-0.049985	-0.284	-0.37427	0.01733	-0.498	-0.102	0.274	0.399	-0.149	-0.13847	1.384865	-0.32927	-0.36627	-0.61827	-0.155	0.629865	-0.552635	0.07673	0.443	0.23473	-0.62827	-0.0334	-0.52527
DBN1	0.1869	0.1686	0.323	0.0349	-0.07	-0.6742	-0.2202	0.1602	0.279	-0.596	0.0715	-0.0781	-0.4652	-0.2856	0.3158	0.1569	-0.498	-0.6352	-0.1292	-0.7672	0.0675	0.4548	0.0811	-0.3222	0.11529	0.1307	0.1168	-0.5462	-0.134	0.179	0.10932	-0.2142	0.0461	0.5178	-0.392	-0.495	0.5869	-0.1956	-0.3452	0.3964	-0.4516	-0.2122	0.1204	0.2668	-0.224	0.294	-0.648	0.10428	-0.2981	-0.4322	0.17605	-0.1592	-1.4216	0.11662	-0.0344	0.2108	0.3178	0.3428	0.2958	0.3888	0.1566	-0.019	0.4398	0.5279	0.7398	0.5319	0.3854	0.2068	0.398	0.5968	0.355	0.333	0.4159	-0.435	0.5768	-0.292	0.4229	-0.05865	-0.0112	0.211	0.162	0.417	0.4328	0.501	0.9058	0.539	0.135	-0.3012	-0.209	0.63	0.4458	0.2339	0.3118	0.7424	-0.4072	0.3268	0.16845	0.268	-0.3372	0.6438	-0.0229	-0.529	1.01	0.0714	0.17	0.4068	0.24575	0.0401	-0.3992	0.5538	0.0374	-0.0522	0.0744	-0.2292	-0.0833	-0.0322	-0.4582	-0.326	-0.3022
VCP	-0.07325	-0.6042	-0.388	0.2918	0.0691	0.2558	-0.4932	-0.2632	-0.742	-0.113	-0.0148	0.18015	0.1798	0.125	0.6738	-0.3586	-0.329	-0.0872	0.2288	0.08609	-0.608	0.4168	-0.2962	0.2828	0.07926	-0.5402	-0.2196	0.2118	-0.12	-0.5	-0.2042	-0.0372	-0.1192	0.9528	-0.195	0.0256	-0.010205	-0.2191	-0.1142	-0.5826	0.2509	0.0305	0.3418	0.2248	0.69	-0.201	-0.17	-0.0722	0.9759	-0.3842	-0.2916	-0.0592	0.2929	1.1868	0.158	0.1444	0.0879	-0.2072	-0.0952	-0.0282	-0.2082	0.223	-0.2002	-0.4401	0.4348	-0.1741	0.087	-0.2442	0.188	-0.2722	0.289	0.0236	0.16235	0.0272	0.2218	0.135	0.3374	0.09305	-0.4932	0.37	-0.112	0.0629	0.1401	0.612	-0.2182	-0.126	0.0942	-0.5162	0.0862	-0.0241	0.1908	0.6989	0.059	0.5959	0.2838	-0.4292	0.3774	-0.574	-0.3672	-0.9332	0.137	0.263	-0.31	0.289	0.291	-0.1902	0.0149	0.2858	0.2038	0.1578	0.199	0.2074	-0.0366	-0.2152	-0.000753	0.3868	0.07434	-0.296	0.1666
GOT1	0.070525	-0.06465	0.0436	-0.55805	-0.0138	-0.20455	-0.52405	0.11395	0.945	0.623	-0.412	-0.688025	-0.77005	-0.013925	0.88795	-0.254025	-0.0862	0.42895	0.47895	-0.71705	-0.632	-0.69105	0.68195	-0.21005	0.41095	-0.36305	0.210075	0.13595	-0.0802	0.0265	-0.56905	-0.15175	-0.31905	1.04295	-0.523	-0.219	-1.108525	-0.334025	-0.45405	-0.828525	0.457475	-0.67405	-0.08945	-0.30605	0.281	1.04	-0.373	-0.30005	-0.165375	-0.15095	0.548475	-0.48805	0.364475	-0.62405	0.341	-0.39605	-0.32005	-0.08235	-0.55105	-0.08235	-0.19145	-0.129	0.13895	0.311475	-0.28305	0.331475	-0.548525	0.49795	-0.434	-0.18565	-0.675	0.315	0.426975	-0.626	0.03795	-0.542	0.321475	-0.792025	-0.20535	0.133	-0.109	-0.061	-0.62605	-0.511	0.04295	-0.974	0.32	-0.22605	-0.905	-0.508	0.34895	0.408975	0.29295	-0.650525	-0.06665	0.06795	0.481475	-0.177	-0.96605	0.58995	-0.166	-0.106	0.0978	-0.54	-0.293	0.43195	0.093275	-1.26705	-0.10255	0.36895	-0.174	-0.374775	-0.500525	-0.02025	-0.0805	-0.28205	-0.05725	0.15	0.02195
TOMM34	-0.4997	-0.0374	0.341	-0.2004	-0.29	0.1166	-0.4454	-0.0614	-0.0361	0.276	0.244	0.13556	0.2636	-1.4817	-1.0034	-0.0042	0.584	0.6216	0.3136	-0.5004	0.589	0.6946	0.1482	0.4036	0.3536	0.3136	0.3508	0.4866	0.143	-0.0304	-0.2774	0.2896	-0.1964	-0.1164	-0.339	0.175	0.18065	-0.3507	-0.2284	0.2968	0.6138	-0.5654	0.0669	-0.0054	-0.478	-0.514	0.38	0.1121	0.4883	-0.0794	0.4178	-0.0584	-0.09165	0.2366	-1.11	-0.2104	-0.2964	-0.4754	0.0258	0.0511	0.1637	-0.675	0.4606	0.07595	-0.1934	0.7663	0.1461	0.6856	0.0653	0.09258	-0.344	-0.473	0.2923	-0.348	-0.3954	0.302	-0.2497	-0.2342	-0.1934	-0.475	-0.222	-0.858	0.1476	-0.0117	0.1849	-0.24	-0.255	0.5586	-0.505	0.4	0.0326	0.3028	0.0673	-0.00005	1.1366	1.1766	0.6658	0.435	0.7296	1.4466	0.0624	0.397	0.4	-1.16	-0.171	-0.0894	-1.0252	0.2336	-0.1254	0.7746	-0.192	-0.0032	-1.3417	-0.1554	-0.0516	0.3356	0.6046	0.157	-0.2034
HMGCL	-0.13515	-0.5675	0.402	-0.0347	0.977	0.2395	-0.104	0.4995	0.378	0.138	-0.797	0.75375	0.5175	0.46975	0.7505	-0.31275	0.559	-0.7315	-0.2035	-0.2435	-0.187	0.5085	0.1505	0.2665	-0.5935	-0.0841	-0.21675	0.2695	0.294	0.432	-0.5055	1.0495	-0.05612	0.5575	-0.146	-0.267	0.29675	-0.0952	-0.3985	-0.43225	-0.37525	0.6105	0.1755	-0.1472	0.213	0.527	1.04	-0.0963	-0.26325	0.0795	0.01205	0.0321	-0.32175	0.0264	-0.534	0.0625	-0.4425	0.1415	0.1135	0.1885	-0.3945	-0.186	0.1175	0.04755	-0.0886	-0.65175	-0.35825	-0.2725	-0.341	0.1555	-0.564	-0.495	-0.62875	-0.259	-0.1479	0.13	-0.85375	0.45675	0.0293	-0.437	-0.778	-0.467	-0.0351	0.146	-0.7585	0.321	-0.984	0.2455	-0.713	-1.2	0.4155	-0.73975	-0.7205	-0.18935	-0.0904	-0.0921	0.43175	-0.323	1.3595	-1.3105	-0.125	-0.112	-0.36	-0.522	-0.241	-0.2745	-0.49625	0.1245	0.6365	0.4515	0.622	-0.37075	-0.07325	0.1665	-0.511	0.5235	0.0665	-0.929	0.0555
HLA-A	0.771475	-0.21195	-0.653	-0.18515	0.987	-0.18735	0.46695	-0.75105	-1.46	-0.786	-0.675	0.950475	-0.52805	0.074875	-0.22995	-0.832025	-0.973	-0.24865	-0.21695	-0.03205	1.24	1.22295	0.71095	-0.40705	-0.14535	-0.38505	-1.037525	-0.23505	-0.571	-0.308	-0.03205	-0.33905	0.46295	-0.56605	0.201	-0.259	0.219475	-0.390275	-0.72705	-0.686025	0.763475	1.31295	1.10295	-0.30205	0.801	0.402	0.109	0.46995	1.116475	1.10295	-0.107025	0.46695	-0.506575	0.85295	0.291	-0.11195	-0.92705	0.93295	-0.36005	0.73995	0.52595	0.599	-0.33005	0.070825	-0.62105	0.015425	0.756475	-0.36005	0.164	-0.41605	-0.0241	-0.0625	0.109975	1.2	-0.22805	0.235	0.373975	-0.060675	-0.61805	-0.222	-0.141	0.0577	-1.09105	-0.286	0.36195	-0.74	-0.882	-0.11995	-1.39	-0.573	0.33795	-1.308525	-0.69105	0.108625	0.57595	-0.23125	-0.941025	-0.877	-1.22705	-1.36705	0.9	-0.913	-0.373	0.253	-0.268	-0.31905	-0.390025	-0.82305	-0.05105	-0.63905	0.226	-0.102025	0.481975	0.28695	-0.556	-0.14975	-0.39305	-0.727	-0.42705
RTCA	-0.1995	-0.089	0.204	0.1158	0.141	0.0459	0.423	0.501	-0.386	0.343	-0.216	-0.1208	0.361	0.14145	0.42	0.2005	0.913	0.972	0.398	-0.035	-0.436	0.604	0.0088	0.638	0.168	0.1509	0.1589	0.434	0.0571	0.00178	-0.063	0.021	0.0795	0.325	0.171	0.157	0.6805	-0.2375	-0.553	0.05005	0.1825	0.1196	0.461	-0.198	-0.507	0.513	0.473	0.0235	-0.106	0.0455	-0.2375	0.491	0.3605	0.462	0.45	-0.319	0.1607	0.253	0.0307	-0.374	0.283	-0.101	-0.188	0.1433	-0.086	-0.1	-0.09565	-0.481	0.0988	-0.141	-0.0316	-0.0676	0.0728	-0.0373	-0.163	0.15	0.1305	0.775	-0.209	0.0193	0.0295	-0.0696	-0.263	0.257	0.189	0.503	-0.56	0.575	0.139	-0.118	-0.218	-0.138	-0.066	0.435	0.169	-0.238	0.3065	-0.962	0.666	-0.338	0.235	-0.181	0.23	-0.0674	-0.702	0.06275	0.287	0.226	-0.127	0.785	0.085	-0.239	0.0225	0.358	-0.221	0.0108	0.1342	0.512	-0.052
SCFD1	-0.027615	-0.1473	-0.0572	-0.1606	0.194	0.6766	-0.1475	0.2126	-0.412	-0.173	-0.15	0.1233	-0.2374	0.2533	0.1496	-0.3447	-0.0616	-0.2454	-0.07469	-0.2634	-0.0328	-0.08121	-0.2624	0.4856	-0.3844	-0.0492	-0.146	0.1216	-0.178	-0.0302	0.3386	-0.2834	0.3886	0.0296	0.0815	-0.278	0.0413	-0.2362	-0.0479	-0.3632	-0.0174	-0.0143	-0.1934	0.0059	-0.00082	0.0606	0.896	-0.2184	-0.03985	-0.1954	0.1808	-0.2044	0.1393	0.1766	0.223	-0.113	0.0028	0.1106	0.0138	-0.2714	0.0456	-0.113	-0.3144	-0.0457	0.3166	-0.3582	0.0014	-0.7204	0.127	-0.0491	-0.0896	0.205	0.1988	-0.158	-0.07392	0.0824	0.3783	-0.0006	-0.1194	-0.0429	0.152	0.0399	0.1876	0.0141	-0.2254	0.562	-0.0227	0.1406	0.157	-0.379	-0.3514	-0.050505	0.0286	-0.4252	-0.0856	-0.1568	-0.6187	-0.404	-0.4494	0.1396	-0.0658	0.332	0.376	0.326	-0.0831	-0.1164	-0.1862	-0.135	-0.13	1.3136	0.0519	-0.2537	-0.0922	0.0796	-0.0384	-0.0985	-0.3684	0.14	-0.4854
BZW2	0.086425	-0.32355	0.322	0.45445	-0.996	-0.43455	-0.22855	-0.42555	0.28	0.353	-0.123	-0.311775	-0.31555	-0.051225	-0.61555	0.273225	-0.35	0.79145	0.16945	0.14645	0.0621	-0.27655	-0.03245	0.15145	-0.02795	0.49745	0.237225	0.15545	0.606	-0.431	-0.76255	0.41145	-0.48055	0.26145	0.31	-0.114	0.105075	0.412725	-0.55655	0.010125	-0.250775	-0.35455	0.15745	0.07685	-0.192	-0.0976	-0.634	-0.20755	0.260225	0.31845	0.294725	0.21145	1.079725	0.75045	0.0326	0.46945	0.07525	-0.04325	-0.08955	0.31745	-0.19055	-0.108	-0.22355	0.575725	-0.44155	-0.493775	0.034925	-0.45855	-0.337	-0.19155	0.0822	0.594	0.01547	0.158	-0.41555	-0.443	-0.028275	0.291725	0.05695	0.206	-0.155	-0.0391	-0.08355	-0.153	0.14745	0.121	-0.195	0.52645	0.407	0.274	-0.20255	0.381725	-0.22155	0.07039	0.09525	-0.09755	-0.652775	0.487	-0.16655	0.05445	0.213	-0.00277	0.281	-0.819	-0.222	0.02045	-0.069525	0.46045	-0.26655	0.23145	-0.679	-0.451775	-1.013775	0.20345	0.704	0.00755	-0.29655	1	0.21045
